idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Mes_año_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;lon;lat;geopoint
;ROBO A NEGOCIO SIN VIOLENCIA;;15/05/19 19:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.2069218;19.3024513;19.3024513, -99.2069218
;VIOLENCIA FAMILIAR;;14/05/19 17:26;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.0758685;19.3786152;19.3786152, -99.0758685
;AMENAZAS;;17/05/19 9:40;2019;Mayo;2019_05;Femenino;18;FISICA;VICTIMA Y DENUNCIANTE;-99.17533409;19.38529994;19.38529994, -99.17533409
;ROBO DE OBJETOS;;14/05/19 10:30;2019;Mayo;2019_05;Masculino;53;FISICA;VICTIMA Y DENUNCIANTE;-99.14237949;19.37967257;19.37967257, -99.14237949
;DESPOJO;;17/05/19 12:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA;-99.02583423;19.3618868;19.3618868, -99.02583423
;VIOLENCIA FAMILIAR;;16/05/19 15:00;2019;Mayo;2019_05;Femenino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.2123936;19.3841997;19.3841997, -99.2123936
;ROBO DE OBJETOS;;12/05/19 13:00;2019;Mayo;2019_05;Masculino;49;FISICA;VICTIMA Y DENUNCIANTE;-99.1800956;19.4084169;19.4084169, -99.1800956
;LESIONES INTENCIONALES;;16/05/19 15:00;2019;Mayo;2019_05;Masculino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.2377853;19.302974;19.302974, -99.2377853
;AMENAZAS;;17/05/19 1:00;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.0821448;19.3215913;19.3215913, -99.0821448
;FRAUDE;;17/05/19 12:00;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.13009385;19.349809;19.349809, -99.13009385
;EXTORSION;;17/05/19 14:30;2019;Mayo;2019_05;Femenino;59;FISICA;VICTIMA Y DENUNCIANTE;-99.0928965;19.2372197;19.2372197, -99.0928965
;ACOSO SEXUAL;;16/05/19 9:20;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.0029161;19.3584705;19.3584705, -99.0029161
;ROBO A PASAJERO A BORDO DE METROBUS SIN VIOLENCIA;;16/05/19 19:30;2019;Mayo;2019_05;Masculino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.1255993;19.483818;19.483818, -99.1255993
;VIOLENCIA FAMILIAR;;16/05/19 14:00;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.042749;19.3192173;19.3192173, -99.042749
;VIOLENCIA FAMILIAR;;16/05/19 16:00;2019;Mayo;2019_05;Femenino;78;FISICA;VICTIMA Y DENUNCIANTE;-99.0804197;19.4671545;19.4671545, -99.0804197
;AMENAZAS;;17/05/19 10:00;2019;Mayo;2019_05;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.2029135;19.405877;19.405877, -99.2029135
;PRIVACION DE LA LIBERTAD PERSONAL;;08/05/19 17:30;2019;Mayo;2019_05;Masculino;54;FISICA;VICTIMA Y DENUNCIANTE;-99.14898469;19.42725954;19.42725954, -99.14898469
;VIOLENCIA FAMILIAR;;16/05/19 21:05;2019;Mayo;2019_05;Femenino;46;FISICA;VICTIMA Y DENUNCIANTE;-99.0716133;19.4950141;19.4950141, -99.0716133
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;14/05/19 16:30;2019;Mayo;2019_05;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.1114229;19.34733585;19.34733585, -99.1114229
;VIOLENCIA FAMILIAR;;17/05/19 11:30;2019;Mayo;2019_05;Femenino;42;FISICA;VICTIMA Y DENUNCIANTE;-99.2856617;19.35054244;19.35054244, -99.2856617
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;16/05/19 22:00;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.25718976;19.38249156;19.38249156, -99.25718976
;AMENAZAS;;17/05/19 18:45;2019;Mayo;2019_05;Masculino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.1777496;19.3938207;19.3938207, -99.1777496
;FRAUDE;;17/05/19 11:30;2019;Mayo;2019_05;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.17532594;19.2999761;19.2999761, -99.17532594
;ABUSO DE AUTORIDAD;;17/05/19 20:15;2019;Mayo;2019_05;Masculino;68;FISICA;VICTIMA Y DENUNCIANTE;-99.14831833;19.43998563;19.43998563, -99.14831833
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;17/05/19 13:00;2019;Mayo;2019_05;Masculino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.06416845;19.34282308;19.34282308, -99.06416845
;LESIONES INTENCIONALES POR ARMA DE FUEGO;;17/05/19 17:00;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.14609074;19.49786679;19.49786679, -99.14609074
;ROBO DE VEHICULO DE SERVICIO PÚBLICO SIN VIOLENCIA;;17/05/19 20:40;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.20942797;19.34092682;19.34092682, -99.20942797
;TENTATIVA DE EXTORSION;;17/05/19 16:00;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.1429896;19.44912234;19.44912234, -99.1429896
;TENTATIVA DE EXTORSION;;15/05/19 15:30;2019;Mayo;2019_05;Femenino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.02044053;19.29859651;19.29859651, -99.02044053
;ROBO A CASA HABITACION SIN VIOLENCIA;;17/05/19 19:00;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.1457316;19.3780643;19.3780643, -99.1457316
;ROBO DE MOTOCICLETA SIN VIOLENCIA;;17/05/19 20:35;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA;-99.10295278;19.45866635;19.45866635, -99.10295278
;VIOLACION;;11/05/19 0:00;2019;Mayo;2019_05;Masculino;15;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
;LESIONES INTENCIONALES;;17/05/19 16:55;2019;Mayo;2019_05;Femenino;1;FISICA;VICTIMA;-99.05819238;19.40471254;19.40471254, -99.05819238
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;16/05/19 1:30;2019;Mayo;2019_05;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.17225861;19.26048869;19.26048869, -99.17225861
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;17/05/19 20:30;2019;Mayo;2019_05;Masculino;24;FISICA;LESIONADO;-99.1472456;19.4352233;19.4352233, -99.1472456
;VIOLACION;;17/05/19 10:00;2019;Mayo;2019_05;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.1491426;19.3735028;19.3735028, -99.1491426
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;17/05/19 16:00;2019;Mayo;2019_05;Masculino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.1635282;19.41219641;19.41219641, -99.1635282
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;17/05/19 8:00;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA;-99.14133705;19.53774186;19.53774186, -99.14133705
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;17/05/19 21:30;2019;Mayo;2019_05;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.11389331;19.47237104;19.47237104, -99.11389331
;PERDIDA DE LA VIDA POR OTRAS CAUSAS;;18/05/19 0:15;2019;Mayo;2019_05;Masculino;NA;FISICA;CADAVER;-99.07757947;19.4392484;19.4392484, -99.07757947
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;17/05/19 23:15;2019;Mayo;2019_05;Masculino;31;FISICA;LESIONADO;-99.16571362;19.42323099;19.42323099, -99.16571362
;VIOLENCIA FAMILIAR;;17/05/19 19:00;2019;Mayo;2019_05;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.164362;19.4013027;19.4013027, -99.164362
;VIOLACION;;17/05/19 15:30;2019;Mayo;2019_05;Femenino;22;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;;17/05/19 19:00;2019;Mayo;2019_05;Masculino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.13111915;19.50281809;19.50281809, -99.13111915
;VIOLENCIA FAMILIAR;;17/05/19 21:00;2019;Mayo;2019_05;Femenino;37;FISICA;VICTIMA Y DENUNCIANTE;-99.0787178;19.3938735;19.3938735, -99.0787178
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;17/05/19 13:00;2019;Mayo;2019_05;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.06623551;19.34458748;19.34458748, -99.06623551
;LESIONES INTENCIONALES POR GOLPES;;16/05/19 18:00;2019;Mayo;2019_05;Masculino;47;FISICA;VICTIMA Y DENUNCIANTE;-99.1110543;19.442157;19.442157, -99.1110543
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;18/05/19 0:45;2019;Mayo;2019_05;Masculino;25;FISICA;LESIONADO;-99.16516787;19.44513706;19.44513706, -99.16516787
;ABUSO SEXUAL;;18/05/19 0:05;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.17437566;19.36207898;19.36207898, -99.17437566
;ROBO DE VEHICULO DE SERVICIO PÚBLICO SIN VIOLENCIA;;17/05/19 12:00;2019;Mayo;2019_05;Masculino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.0809698;19.39588271;19.39588271, -99.0809698
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;17/05/19 20:00;2019;Mayo;2019_05;Masculino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.15249492;19.44980474;19.44980474, -99.15249492
;ABUSO SEXUAL;;14/05/19 11:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2972153;19.35997819;19.35997819, -99.2972153
;LESIONES INTENCIONALES POR GOLPES;;17/05/19 16:30;2019;Mayo;2019_05;Masculino;53;FISICA;VICTIMA Y DENUNCIANTE;-99.14740045;19.43865983;19.43865983, -99.14740045
;RESISTENCIA DE PARTICULARES (SE OPONGA O RESISTA);;18/05/19 2:40;2019;Mayo;2019_05;Femenino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.18681595;19.4792755;19.4792755, -99.18681595
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;18/05/19 6:12;2019;Mayo;2019_05;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.16282105;19.42402111;19.42402111, -99.16282105
;PERDIDA DE LA VIDA POR OTRAS CAUSAS;;18/05/19 6:00;2019;Mayo;2019_05;Masculino;40;MORAL;VICTIMA;-99.11878081;19.4992339;19.4992339, -99.11878081
;DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;;18/05/19 5:00;2019;Mayo;2019_05;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.2507788;19.2983525;19.2983525, -99.2507788
;PERDIDA DE LA VIDA POR OTRAS CAUSAS;;17/05/19 20:59;2019;Mayo;2019_05;Femenino;79;FISICA;CADAVER;NA;NA;
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;18/05/19 7:30;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1672662;19.5218875;19.5218875, -99.1672662
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;18/05/19 3:00;2019;Mayo;2019_05;Masculino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.13866007;19.42260132;19.42260132, -99.13866007
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;18/05/19 2:30;2019;Mayo;2019_05;Masculino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.2058279;19.381872;19.381872, -99.2058279
;VIOLENCIA FAMILIAR;;17/05/19 18:00;2019;Mayo;2019_05;Femenino;62;FISICA;VICTIMA Y DENUNCIANTE;-99.2237891;19.2851271;19.2851271, -99.2237891
;ROBO A PASAJERO A BORDO DE TAXI SIN VIOLENCIA;;09/05/19 23:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.234754;19.2769391;19.2769391, -99.234754
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;11/05/19 22:30;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.1348925;19.562634;19.562634, -99.1348925
;AMENAZAS;;17/05/19 23:00;2019;Mayo;2019_05;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.1470618;19.1912903;19.1912903, -99.1470618
;FRAUDE;;18/05/19 11:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1067279;19.3562425;19.3562425, -99.1067279
;DESPOJO;;02/05/19 17:30;2019;Mayo;2019_05;Masculino;58;FISICA;VICTIMA Y DENUNCIANTE;-99.04088838;19.32792772;19.32792772, -99.04088838
;LESIONES INTENCIONALES POR GOLPES;;02/05/19 13:00;2019;Mayo;2019_05;Masculino;37;FISICA;LESIONADO;-99.1331357;19.47468484;19.47468484, -99.1331357
;AMENAZAS;;02/05/19 17:10;2019;Mayo;2019_05;Femenino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.13599841;19.4077042;19.4077042, -99.13599841
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 16:00;2019;Mayo;2019_05;Masculino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.1259317;19.4232855;19.4232855, -99.1259317
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;02/05/19 11:00;2019;Mayo;2019_05;Masculino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.21263649;19.32622304;19.32622304, -99.21263649
;ROBO A PASAJERO A BORDO DE METRO CON VIOLENCIA;;02/05/19 22:30;2019;Mayo;2019_05;Masculino;51;FISICA;VICTIMA Y DENUNCIANTE;-99.19534129;19.49057796;19.49057796, -99.19534129
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;02/05/19 23:00;2019;Mayo;2019_05;Masculino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.1398055;19.4658842;19.4658842, -99.1398055
;VIOLENCIA FAMILIAR;;02/05/19 9:40;2019;Mayo;2019_05;Femenino;36;FISICA;VICTIMA Y DENUNCIANTE;-98.96696859;19.30774571;19.30774571, -98.96696859
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;03/05/19 0:30;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0485768;19.3853832;19.3853832, -99.0485768
;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;;03/05/19 0:35;2019;Mayo;2019_05;Femenino;39;FISICA;LESIONADO;-99.1904641;19.4379042;19.4379042, -99.1904641
;HOMICIDIO POR ARMA DE FUEGO;;03/05/19 0:15;2019;Mayo;2019_05;Femenino;30;FISICA;CADAVER;-99.12274454;19.44568939;19.44568939, -99.12274454
;LESIONES CULPOSAS POR TRANSITO VEHICULAR;;02/05/19 21:00;2019;Mayo;2019_05;Masculino;70;FISICA;LESIONADO;-99.13745075;19.42616678;19.42616678, -99.13745075
;HOMICIDIO POR ARMA DE FUEGO;;03/05/19 1:12;2019;Mayo;2019_05;Masculino;27;FISICA;VICTIMA;-99.11478502;19.4812906;19.4812906, -99.11478502
;VIOLENCIA FAMILIAR;;02/05/19 23:00;2019;Mayo;2019_05;Femenino;19;FISICA;VICTIMA Y DENUNCIANTE;-98.9940121;19.3483378;19.3483378, -98.9940121
;PERDIDA DE LA VIDA POR ENFERMEDAD;;03/05/19 6:00;2019;Mayo;2019_05;Masculino;40;FISICA;CADAVER;-99.16019677;19.43008234;19.43008234, -99.16019677
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;03/05/19 6:30;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.11838229;19.29013647;19.29013647, -99.11838229
;ABUSO SEXUAL;;03/05/19 8:20;2019;Mayo;2019_05;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.16506399;19.37070594;19.37070594, -99.16506399
;AMENAZAS;;01/05/19 14:30;2019;Mayo;2019_05;Femenino;16;FISICA;VICTIMA;NA;NA;
;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;;02/05/19 9:20;2019;Mayo;2019_05;Masculino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.16489408;19.37070749;19.37070749, -99.16489408
;ROBO DE ACCESORIOS DE AUTO;;02/05/19 23:30;2019;Mayo;2019_05;Masculino;59;FISICA;VICTIMA Y DENUNCIANTE;-99.04310116;19.38250949;19.38250949, -99.04310116
;ROBO A NEGOCIO SIN VIOLENCIA;;01/05/19 20:37;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.15838879;19.42707945;19.42707945, -99.15838879
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;02/05/19 20:00;2019;Mayo;2019_05;Masculino;61;FISICA;VICTIMA Y DENUNCIANTE;-99.125778;19.2315317;19.2315317, -99.125778
;AMENAZAS;;02/05/19 16:20;2019;Mayo;2019_05;Femenino;45;FISICA;VICTIMA Y DENUNCIANTE;-99.12975882;19.43459802;19.43459802, -99.12975882
;VIOLENCIA FAMILIAR;;02/05/19 19:30;2019;Mayo;2019_05;Femenino;72;FISICA;VICTIMA Y DENUNCIANTE;-99.12928025;19.41339196;19.41339196, -99.12928025
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 22:30;2019;Mayo;2019_05;Masculino;43;FISICA;VICTIMA Y DENUNCIANTE;-99.19710601;19.44547274;19.44547274, -99.19710601
;DAÑO EN PROPIEDAD AJENA CULPOSA;;03/05/19 4:50;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.09576417;19.42865582;19.42865582, -99.09576417
;ROBO A PASAJERO A BORDO DE METRO CON VIOLENCIA;;02/05/19 19:45;2019;Mayo;2019_05;Masculino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.1420001;19.42699578;19.42699578, -99.1420001
;LESIONES INTENCIONALES POR ARMA DE FUEGO;;03/05/19 6:35;2019;Mayo;2019_05;Femenino;17;FISICA;VICTIMA;-99.14142063;19.46711286;19.46711286, -99.14142063
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 20:30;2019;Mayo;2019_05;Masculino;37;FISICA;VICTIMA Y DENUNCIANTE;-99.1818906;19.4493282;19.4493282, -99.1818906
;VIOLENCIA FAMILIAR;;03/05/19 1:00;2019;Mayo;2019_05;Femenino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.1233583;19.3337552;19.3337552, -99.1233583
;VIOLENCIA FAMILIAR;;02/05/19 10:00;2019;Mayo;2019_05;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.15951242;19.46768706;19.46768706, -99.15951242
;AMENAZAS;;02/05/19 15:00;2019;Mayo;2019_05;Femenino;22;FISICA;VICTIMA Y DENUNCIANTE;-99.15804143;19.44709364;19.44709364, -99.15804143
;AMENAZAS;;02/05/19 11:30;2019;Mayo;2019_05;Masculino;52;FISICA;VICTIMA Y DENUNCIANTE;-99.1668119;19.2810117;19.2810117, -99.1668119
;DESPOJO;;02/05/19 14:00;2019;Mayo;2019_05;Femenino;57;FISICA;VICTIMA Y DENUNCIANTE;-99.07984529;19.44038905;19.44038905, -99.07984529
;TENTATIVA DE EXTORSION;;02/05/19 0:19;2019;Mayo;2019_05;Masculino;27;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
;VIOLENCIA FAMILIAR;;02/05/19 11:35;2019;Mayo;2019_05;Femenino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.10641954;19.26332667;19.26332667, -99.10641954
;PERDIDA DE LA VIDA POR SUICIDIO;;03/05/19 10:30;2019;Mayo;2019_05;Masculino;15;FISICA;CADAVER;-99.25492766;19.29504422;19.29504422, -99.25492766
;AMENAZAS;;03/05/19 10:30;2019;Mayo;2019_05;Masculino;62;FISICA;VICTIMA Y DENUNCIANTE;-99.13438618;19.2763239;19.2763239, -99.13438618
;AMENAZAS;;01/05/19 16:45;2019;Mayo;2019_05;Femenino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.08365718;19.30781548;19.30781548, -99.08365718
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;03/05/19 13:08;2019;Mayo;2019_05;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.11425155;19.35668223;19.35668223, -99.11425155
;DAÑO EN PROPIEDAD AJENA INTENCIONAL;;03/05/19 12:00;2019;Mayo;2019_05;Masculino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.15578922;19.32825739;19.32825739, -99.15578922
;LESIONES INTENCIONALES POR GOLPES;;03/05/19 7:01;2019;Mayo;2019_05;Masculino;33;FISICA;LESIONADO;NA;NA;
;LESIONES INTENCIONALES POR GOLPES;;03/05/19 12:00;2019;Mayo;2019_05;Masculino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.10527413;19.47934131;19.47934131, -99.10527413
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;02/05/19 18:00;2019;Mayo;2019_05;Femenino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.18404748;19.4798225;19.4798225, -99.18404748
;VIOLENCIA FAMILIAR;;03/05/19 9:30;2019;Mayo;2019_05;Femenino;15;FISICA;VICTIMA;-99.0571007;19.4138277;19.4138277, -99.0571007
;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;;03/05/19 5:40;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.07266153;19.31611657;19.31611657, -99.07266153
;LESIONES INTENCIONALES POR GOLPES;;03/05/19 7:00;2019;Mayo;2019_05;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.08176467;19.30700684;19.30700684, -99.08176467
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A BIENES INMUEBLES;;03/05/19 14:27;2019;Mayo;2019_05;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.0942015;19.3955946;19.3955946, -99.0942015
;ROBO DE ACCESORIOS DE AUTO;;02/05/19 18:55;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.109635;19.2590157;19.2590157, -99.109635
;ROBO DE OBJETOS;;01/05/19 18:00;2019;Mayo;2019_05;Femenino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.1678428;19.3591828;19.3591828, -99.1678428
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 22:30;2019;Mayo;2019_05;Masculino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.12086203;19.35230612;19.35230612, -99.12086203
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;03/05/19 14:00;2019;Mayo;2019_05;Femenino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.1304592;19.4448754;19.4448754, -99.1304592
;LESIONES CULPOSAS POR TRANSITO VEHICULAR;;03/05/19 15:40;2019;Mayo;2019_05;Masculino;90;FISICA;VICTIMA;-99.10372235;19.261623;19.261623, -99.10372235
;AMENAZAS;;02/05/19 19:50;2019;Mayo;2019_05;Masculino;50;FISICA;VICTIMA;-99.16677026;19.29591026;19.29591026, -99.16677026
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;02/05/19 20:30;2019;Mayo;2019_05;Masculino;70;FISICA;VICTIMA Y DENUNCIANTE;-99.07279579;19.40583292;19.40583292, -99.07279579
;ROBO DE VEHICULO DE SERVICIO PÚBLICO SIN VIOLENCIA;;02/05/19 21:00;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA;-99.07696864;19.31900142;19.31900142, -99.07696864
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;02/05/19 20:40;2019;Mayo;2019_05;Masculino;65;FISICA;VICTIMA Y DENUNCIANTE;-99.1548744;19.3922295;19.3922295, -99.1548744
;VIOLENCIA FAMILIAR;;02/05/19 10:00;2019;Mayo;2019_05;Femenino;20;FISICA;VICTIMA Y DENUNCIANTE;-99.0572118;19.3919707;19.3919707, -99.0572118
;VIOLENCIA FAMILIAR;;02/05/19 22:20;2019;Mayo;2019_05;Femenino;21;FISICA;VICTIMA Y DENUNCIANTE;-99.1658322;19.265941;19.265941, -99.1658322
;VIOLENCIA FAMILIAR;;02/05/19 3:17;2019;Mayo;2019_05;Femenino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.217781;19.4835293;19.4835293, -99.217781
;ROBO DE ACCESORIOS DE AUTO;;02/05/19 17:30;2019;Mayo;2019_05;Femenino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.1379791;19.4562258;19.4562258, -99.1379791
;ROBO DE ACCESORIOS DE AUTO;;02/05/19 17:12;2019;Mayo;2019_05;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.1302841;19.4142783;19.4142783, -99.1302841
;VIOLENCIA FAMILIAR;;02/05/19 12:00;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.1939945;19.38147662;19.38147662, -99.1939945
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;03/05/19 14:40;2019;Mayo;2019_05;Masculino;27;FISICA;VICTIMA Y DENUNCIANTE;-99.03802327;19.32336868;19.32336868, -99.03802327
;AMENAZAS;;03/05/19 11:30;2019;Mayo;2019_05;Masculino;99;FISICA;VICTIMA Y DENUNCIANTE;-99.16173824;19.29277485;19.29277485, -99.16173824
;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;;03/05/19 10:57;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.2022608;19.4390374;19.4390374, -99.2022608
;USURPACIÓN DE IDENTIDAD;;01/05/19 12:00;2019;Mayo;2019_05;Masculino;55;FISICA;VICTIMA Y DENUNCIANTE;-99.00882996;19.26188634;19.26188634, -99.00882996
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;03/05/19 17:00;2019;Mayo;2019_05;Masculino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.0389435;19.31396485;19.31396485, -99.0389435
;ROBO A NEGOCIO SIN VIOLENCIA;;03/05/19 17:50;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1004855;19.448514;19.448514, -99.1004855
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;01/05/19 8:45;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.05591679;19.29471934;19.29471934, -99.05591679
;ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA;;03/05/19 17:45;2019;Mayo;2019_05;Femenino;52;FISICA;VICTIMA Y DENUNCIANTE;-99.1336823;19.4300918;19.4300918, -99.1336823
